query_id,market,city,raw_query,results_shown,clicked,purchased,date,segment,query_volume
Q004926,FR,Paris,rafting,0,0,0,2026-06-13,no-inventory intent,73
Q004927,FR,Paris,saut en parachute,0,0,0,2026-06-20,no-inventory intent,81
Q004928,FR,Marseille,cours de yoga,2,0,0,2026-06-17,core query,42
Q004929,FR,Paris,karting,10,1,1,2026-06-12,core query,60
Q004930,FR,Paris,massage duo,18,0,0,2026-06-01,core query,66
Q004931,FR,Paris,massage duo,20,1,0,2026-06-24,core query,66
Q004932,FR,Paris,rafting,0,0,0,2026-06-11,no-inventory intent,73
Q004933,FR,Marseille,karting,0,0,0,2026-06-07,core query,60
Q004934,FR,Marseille,coloration,2,1,0,2026-06-14,core query,53
Q004935,FR,Paris,tour en helicoptere,0,0,0,2026-06-16,no-inventory intent,77
Q004936,FR,Paris,crossfit,1,0,0,2026-06-27,core query,59
Q004937,FR,Paris,manucure,0,0,0,2026-06-19,core query,42
Q004938,FR,Paris,cours de yoga,1,1,0,2026-06-18,core query,42
Q004939,FR,Paris,bowling,0,0,0,2026-06-09,core query,57
Q004940,FR,Toulouse,massage sportif,2,0,0,2026-06-24,core query,63
Q004941,FR,Marseille,rafting,0,0,0,2026-06-27,no-inventory intent,73
Q004942,FR,Toulouse,extension de cils,1,0,0,2026-06-23,core query,58
Q004943,FR,Paris,bowling,20,1,0,2026-06-03,core query,57
Q004944,FR,Paris,escape game,0,0,0,2026-06-08,core query,52
Q004945,FR,Paris,pilates,17,0,0,2026-06-30,core query,56
Q004946,FR,Paris,burger,4,1,0,2026-06-29,core query,39
Q004947,FR,Paris,sushi,11,0,0,2026-06-20,core query,48
Q004948,FR,Paris,deep tissue massage,0,0,0,2026-06-27,foreign-language,6
Q004949,FR,Lyon,rafting,0,0,0,2026-06-02,no-inventory intent,73
Q004950,FR,Toulouse,soin visage,25,1,1,2026-06-28,core query,57
Q004951,FR,Marseille,paintball,24,0,0,2026-06-16,core query,55
Q004952,FR,Paris,burger,25,1,1,2026-06-02,core query,39
Q004953,FR,Lyon,rafting,0,0,0,2026-06-22,no-inventory intent,73
Q004954,FR,Lyon,tour en helicoptere,0,0,0,2026-06-12,no-inventory intent,77
Q004955,FR,Paris,burger,30,0,0,2026-06-05,core query,39
Q004956,FR,Paris,restaurunt italien,0,0,0,2026-06-20,misspelling,1
Q004957,FR,Lyon,massage sportif,16,0,0,2026-06-27,core query,63
Q004958,FR,Paris,salle de sport,0,0,0,2026-06-04,core query,55
Q004959,FR,Paris,pilates,5,0,0,2026-06-18,core query,56
Q004960,FR,Paris,bowlong,35,1,0,2026-06-21,misspelling,1
Q004961,FR,Marseille,karting,31,0,0,2026-06-02,core query,60
Q004962,FR,Lyon,bowling,22,1,1,2026-06-19,core query,57
Q004963,FR,Paris,bowling,2,1,0,2026-06-13,core query,57
Q004964,FR,Paris,buraer,10,0,0,2026-06-30,misspelling,1
Q004965,FR,Lyon,pilates,0,0,0,2026-06-29,core query,56
Q004966,FR,Marseille,crossfit,1,0,0,2026-06-07,core query,59
Q004967,FR,Paris,saut en parachute,0,0,0,2026-06-17,no-inventory intent,81
Q004968,FR,Lyon,salle de sport,0,0,0,2026-06-27,core query,55
Q004969,FR,Marseille,manucure,10,0,0,2026-06-28,core query,42
Q004970,FR,Paris,coloration,40,0,0,2026-06-28,core query,53
Q004971,FR,Paris,paintball,0,0,0,2026-06-15,core query,55
Q004972,FR,Toulouse,massage duo,2,0,0,2026-06-05,core query,66
Q004973,FR,Paris,visite guidee,1,0,0,2026-06-17,core query,53
Q004974,FR,Paris,escape game,2,0,0,2026-06-20,core query,52
Q004975,FR,Paris,sushi,1,0,0,2026-06-17,core query,48
Q004976,FR,Paris,karting,7,1,0,2026-06-07,core query,60
Q004977,FR,Toulouse,pilates,21,0,0,2026-06-18,core query,56
Q004978,FR,Marseille,gym,0,0,0,2026-06-26,foreign-language,8
Q004979,FR,Marseille,vol en montolfiere,0,0,0,2026-06-21,misspelling,1
Q004980,FR,Lyon,paintball,0,0,0,2026-06-12,core query,55
Q004981,FR,Lyon,massage dis,15,0,0,2026-06-11,misspelling,1
Q004982,FR,Lyon,massage duo,14,0,0,2026-06-14,core query,66
Q004983,FR,Toulouse,salle de sport,2,0,0,2026-06-21,core query,55
Q004984,FR,Marseille,paintball,2,0,0,2026-06-04,core query,55
Q004985,FR,Paris,tour en helicopteoe,0,0,0,2026-06-09,misspelling,1
Q004986,FR,Lyon,tour en helicoptere,0,0,0,2026-06-18,no-inventory intent,77
Q004987,FR,Paris,massage dos,11,0,0,2026-06-27,core query,50
Q004988,FR,Paris,massage duo,1,0,0,2026-06-21,core query,66
Q004989,FR,Paris,massage sportif,10,1,0,2026-06-06,core query,63
Q004990,FR,Paris,extension de cils,1,0,0,2026-06-24,core query,58
Q004991,FR,Lyon,coiffeur,23,0,0,2026-06-12,core query,51
Q004992,FR,Marseille,saut en parachute,0,0,0,2026-06-11,no-inventory intent,81
Q004993,FR,Paris,manucure,2,0,0,2026-06-27,core query,42
Q004994,FR,Lyon,salle de sport,14,0,0,2026-06-01,core query,55
Q004995,FR,Lyon,rafting,0,0,0,2026-06-21,no-inventory intent,73
Q004996,FR,Toulouse,visite guidee,10,1,0,2026-06-01,core query,53
Q004997,FR,Marseille,coiffeur,8,1,0,2026-06-25,core query,51
Q004998,FR,Paris,massage thai,21,1,0,2026-06-24,core query,59
Q004999,FR,Paris,tour en helicoptere,0,0,0,2026-06-22,no-inventory intent,77
Q005000,FR,Marseille,paintball,22,1,0,2026-06-05,core query,55
Q005001,FR,Paris,restaurant italien,2,0,0,2026-06-29,core query,34
Q005002,FR,Marseille,bowling,24,1,1,2026-06-15,core query,57
Q005003,FR,Paris,saut en parachute,0,0,0,2026-06-01,no-inventory intent,81
Q005004,FR,Toulouse,karting,23,1,0,2026-06-23,core query,60
Q005005,FR,Lyon,pilates,4,1,0,2026-06-28,core query,56
Q005006,FR,Paris,bowling,2,0,0,2026-06-24,core query,57
Q005007,FR,Paris,massage thai,17,1,0,2026-06-28,core query,59
Q005008,FR,Paris,karting,0,0,0,2026-06-01,core query,60
Q005009,FR,Paris,tour en helicoptere,0,0,0,2026-06-30,no-inventory intent,77
Q005010,FR,Marseille,crossfit,1,0,0,2026-06-17,core query,59
Q005011,FR,Marseille,brunch,18,0,0,2026-06-17,core query,57
Q005012,FR,Paris,manucure,9,0,0,2026-06-29,core query,42
Q005013,FR,Marseille,escape game,4,1,0,2026-06-23,core query,52
Q005014,FR,Paris,extension de cils,17,0,0,2026-06-14,core query,58
Q005015,FR,Paris,cours de yoga,22,0,0,2026-06-29,core query,42
Q005016,FR,Marseille,karting,0,0,0,2026-06-19,core query,60
Q005017,FR,Paris,massage sportif,0,0,0,2026-06-13,core query,63
Q005018,FR,Marseille,brunch,23,1,0,2026-06-06,core query,57
Q005019,FR,Marseille,brunch,1,0,0,2026-06-09,core query,57
Q005020,FR,Paris,salle de spirt,2,0,0,2026-06-05,misspelling,1
Q005021,FR,Paris,bowling,1,0,0,2026-06-30,core query,57
Q005022,FR,Marseille,manucure,35,0,0,2026-06-02,core query,42
Q005023,FR,Paris,massage sportif,17,0,0,2026-06-12,core query,63
Q005024,FR,Marseille,visite guidee,11,1,1,2026-06-20,core query,53
Q005025,FR,Paris,karting,1,0,0,2026-06-08,core query,60
Q005026,FR,Lyon,saut en parachute,0,0,0,2026-06-14,no-inventory intent,81
Q005027,FR,Paris,salle de sport,23,1,0,2026-06-18,core query,55
Q005028,FR,Marseille,massage duo,7,1,0,2026-06-11,core query,66
Q005029,FR,Marseille,saut en parachute,0,0,0,2026-06-10,no-inventory intent,81
Q005030,FR,Paris,salle de sport,14,1,0,2026-06-09,core query,55
Q005031,FR,Paris,karting,23,1,0,2026-06-03,core query,60
Q005032,FR,Marseille,sushi,12,0,0,2026-06-23,core query,48
Q005033,FR,Paris,massage thai,24,1,0,2026-06-13,core query,59
Q005034,FR,Paris,massage sportif,21,0,0,2026-06-22,core query,63
Q005035,FR,Paris,saut en parachute,0,0,0,2026-06-28,no-inventory intent,81
Q005036,FR,Paris,vol en montgolfiere,0,0,0,2026-06-05,no-inventory intent,65
Q005037,FR,Toulouse,vol en montgolfiere,0,0,0,2026-06-27,no-inventory intent,65
Q005038,FR,Marseille,massage dos,2,0,0,2026-06-15,core query,50
Q005039,FR,Toulouse,saut en parachute,0,0,0,2026-06-08,no-inventory intent,81
Q005040,FR,Lyon,karting,24,1,0,2026-06-08,core query,60
Q005041,FR,Lyon,massage duo,18,0,0,2026-06-25,core query,66
Q005042,FR,Toulouse,visite guidee,8,0,0,2026-06-02,core query,53
Q005043,FR,Paris,bowling,5,1,0,2026-06-20,core query,57
Q005044,FR,Lyon,saut en parachute,0,0,0,2026-06-01,no-inventory intent,81
Q005045,FR,Paris,saut en prachute,0,0,0,2026-06-08,misspelling,1
Q005046,FR,Paris,extension de cils,39,0,0,2026-06-27,core query,58
Q005047,FR,Lyon,escape game,0,0,0,2026-06-20,core query,52
Q005048,FR,Paris,tour en helicoptere,0,0,0,2026-06-16,no-inventory intent,77
Q005049,FR,Paris,tour en helicoptere,0,0,0,2026-06-29,no-inventory intent,77
Q005050,FR,Marseille,escape game,24,1,1,2026-06-03,core query,52
Q005051,FR,Toulouse,rafting,0,0,0,2026-06-03,no-inventory intent,73
Q005052,FR,Marseille,haircut,1,0,0,2026-06-01,foreign-language,8
Q005053,FR,Lyon,coach sportiif,1,0,0,2026-06-24,misspelling,2
Q005054,FR,Toulouse,massage duo,5,0,0,2026-06-10,core query,66
Q005055,FR,Marseille,cours de yoga,11,0,0,2026-06-04,core query,42
Q005056,FR,Paris,bowling,0,0,0,2026-06-01,core query,57
Q005057,FR,Toulouse,brunch,12,1,0,2026-06-30,core query,57
Q005058,FR,Paris,couples massage,0,0,0,2026-06-20,foreign-language,8
Q005059,FR,Lyon,coiffeur,5,0,0,2026-06-08,core query,51
Q005060,FR,Paris,saut en parachute,0,0,0,2026-06-27,no-inventory intent,81
Q005061,FR,Paris,paintball,2,0,0,2026-06-17,core query,55
Q005062,FR,Paris,massage sportif,1,0,0,2026-06-04,core query,63
Q005063,FR,Paris,cours de yoga,1,0,0,2026-06-15,core query,42
Q005064,FR,Paris,vol en montgolfiere,0,0,0,2026-06-04,no-inventory intent,65
Q005065,FR,Lyon,rafting,0,0,0,2026-06-26,no-inventory intent,73
Q005066,FR,Paris,paintball,20,0,0,2026-06-19,core query,55
Q005067,FR,Toulouse,massage duo,0,0,0,2026-06-08,core query,66
Q005068,FR,Paris,coloration,2,0,0,2026-06-15,core query,53
Q005069,FR,Paris,escape game,21,0,0,2026-06-19,core query,52
Q005070,FR,Marseille,crossfit,20,1,1,2026-06-01,core query,59
Q005071,FR,Paris,extension de cils,20,1,0,2026-06-11,core query,58
Q005072,FR,Paris,cours de yoga,11,0,0,2026-06-07,core query,42
Q005073,FR,Paris,coiffeur,2,0,0,2026-06-08,core query,51
Q005074,FR,Paris,massage sportif,16,1,1,2026-06-09,core query,63
Q005075,FR,Lyon,cours de yoga,1,1,0,2026-06-20,core query,42
Q005076,FR,Paris,burger,4,1,0,2026-06-06,core query,39
Q005077,FR,Paris,tour en helicoptere,0,0,0,2026-06-17,no-inventory intent,77
Q005078,FR,Toulouse,massage duo,16,1,1,2026-06-18,core query,66
Q005079,FR,Lyon,vol en montgolfiere,0,0,0,2026-06-16,no-inventory intent,65
Q005080,FR,Paris,bowling,2,1,0,2026-06-29,core query,57
Q005081,FR,Paris,coach sportif,28,0,0,2026-06-21,core query,37
Q005082,FR,Paris,escape game,23,1,1,2026-06-29,core query,52
Q005083,FR,Paris,manucure,22,0,0,2026-06-08,core query,42
Q005084,FR,Marseille,massage sportif,10,1,1,2026-06-15,core query,63
Q005085,FR,Lyon,karting,12,0,0,2026-06-01,core query,60
Q005086,FR,Marseille,rafting,0,0,0,2026-06-26,no-inventory intent,73
Q005087,FR,Paris,salle de ssport,1,0,0,2026-06-21,misspelling,1
Q005088,FR,Paris,paintball,40,0,0,2026-06-04,core query,55
Q005089,FR,Paris,cours de yoga,21,0,0,2026-06-27,core query,42
Q005090,FR,Paris,soin visage,2,0,0,2026-06-10,core query,57
Q005091,FR,Paris,visite guidee,22,0,0,2026-06-13,core query,53
Q005092,FR,Lyon,rafting,0,0,0,2026-06-17,no-inventory intent,73
Q005093,FR,Marseille,back massage,0,0,0,2026-06-06,foreign-language,7
Q005094,FR,Marseille,massage dos,0,0,0,2026-06-20,core query,50
Q005095,FR,Paris,tour en helicoptere,0,0,0,2026-06-01,no-inventory intent,77
Q005096,FR,Paris,crêperie,5,1,1,2026-06-28,core query,41
Q005097,FR,Paris,extension de cils,19,1,0,2026-06-27,core query,58
Q005098,FR,Paris,coloration,1,0,0,2026-06-11,core query,53
Q005099,FR,Lyon,massge duo,25,0,0,2026-06-09,misspelling,1
Q005100,FR,Paris,vol en montgolfiere,0,0,0,2026-06-27,no-inventory intent,65
Q005101,FR,Marseille,karting,0,0,0,2026-06-13,core query,60
Q005102,FR,Lyon,visite guidee,2,1,0,2026-06-27,core query,53
Q005103,FR,Lyon,tour en helicoptere,0,0,0,2026-06-17,no-inventory intent,77
Q005104,FR,Paris,kartig,0,0,0,2026-06-15,misspelling,2
Q005105,FR,Toulouse,sushi,1,1,0,2026-06-29,core query,48
Q005106,FR,Paris,salle de sport,11,0,0,2026-06-21,core query,55
Q005107,FR,Marseille,extension de cils,0,0,0,2026-06-24,core query,58
Q005108,FR,Toulouse,manucure,16,0,0,2026-06-04,core query,42
Q005109,FR,Paris,coach sportif,20,1,0,2026-06-26,core query,37
Q005110,FR,Paris,saut en parachute,0,0,0,2026-06-28,no-inventory intent,81
Q005111,FR,Paris,saut en parachute,0,0,0,2026-06-30,no-inventory intent,81
Q005112,FR,Marseille,deep tissue massage,2,0,0,2026-06-14,foreign-language,6
Q005113,FR,Lyon,brunch,1,0,0,2026-06-25,core query,57
Q005114,FR,Paris,coloration,23,1,0,2026-06-25,core query,53
Q005115,FR,Paris,soin visage,32,0,0,2026-06-18,core query,57
Q005116,FR,Paris,bowling,1,0,0,2026-06-15,core query,57
Q005117,FR,Toulouse,tour en helicoptere,0,0,0,2026-06-01,no-inventory intent,77
Q005118,FR,Marseille,massage thai,7,0,0,2026-06-12,core query,59
Q005119,FR,Lyon,massage duo,0,0,0,2026-06-17,core query,66
Q005120,FR,Lyon,karting,4,1,0,2026-06-08,core query,60
Q005121,FR,Toulouse,brunch,30,0,0,2026-06-04,core query,57
Q005122,FR,Paris,tour en helicoptere,0,0,0,2026-06-22,no-inventory intent,77
Q005123,FR,Paris,salle de sport,11,1,0,2026-06-02,core query,55
Q005124,FR,Marseille,sushi,0,0,0,2026-06-06,core query,48
Q005125,FR,Marseille,bowling,19,1,1,2026-06-19,core query,57
Q005126,FR,Marseille,massage dos,34,0,0,2026-06-15,core query,50
Q005127,FR,Paris,massage duo,6,1,1,2026-06-21,core query,66
Q005128,FR,Paris,burger,21,0,0,2026-06-07,core query,39
Q005129,FR,Paris,sushi,17,1,0,2026-06-01,core query,48
Q005130,FR,Marseille,escape room,1,0,0,2026-06-19,foreign-language,5
Q005131,FR,Paris,bowling,10,1,1,2026-06-13,core query,57
Q005132,FR,Paris,karting,2,0,0,2026-06-20,core query,60
Q005133,FR,Paris,tour en helicoptere,0,0,0,2026-06-11,no-inventory intent,77
Q005134,FR,Paris,rafting,0,0,0,2026-06-14,no-inventory intent,73
Q005135,FR,Paris,massage sportif,40,0,0,2026-06-22,core query,63
Q005136,FR,Lyon,coiffeur,8,0,0,2026-06-26,core query,51
Q005137,FR,Paris,crossfit,2,0,0,2026-06-21,core query,59
Q005138,FR,Paris,soin visage,24,1,1,2026-06-05,core query,57
Q005139,FR,Toulouse,crêperie,0,0,0,2026-06-27,core query,41
Q005140,FR,Paris,brunch,13,0,0,2026-06-15,core query,57
Q005141,FR,Toulouse,escape game,6,0,0,2026-06-14,core query,52
Q005142,FR,Paris,cours de yoga,2,0,0,2026-06-07,core query,42
Q005143,FR,Paris,coach sportif,2,0,0,2026-06-02,core query,37
Q005144,FR,Lyon,massage thai,17,1,0,2026-06-26,core query,59
Q005145,FR,Paris,massage sportif,2,0,0,2026-06-03,core query,63
Q005146,FR,Toulouse,massage sportif,5,1,1,2026-06-04,core query,63
Q005147,FR,Marseille,massage dos,0,0,0,2026-06-07,core query,50
Q005148,FR,Marseille,mancure,0,0,0,2026-06-11,misspelling,1
Q005149,FR,Paris,massage duo,20,0,0,2026-06-13,core query,66
Q005150,FR,Toulouse,crêperie,2,0,0,2026-06-16,core query,41
Q005151,FR,Toulouse,massage duo,1,0,0,2026-06-01,core query,66
Q005152,FR,Paris,bowling,1,0,0,2026-06-30,core query,57
Q005153,FR,Paris,rafting,0,0,0,2026-06-01,no-inventory intent,73
Q005154,FR,Paris,manucure,22,0,0,2026-06-07,core query,42
Q005155,FR,Lyon,massage duo,2,0,0,2026-06-06,core query,66
Q005156,FR,Marseille,saut en parachute,0,0,0,2026-06-15,no-inventory intent,81
Q005157,FR,Paris,rafting,0,0,0,2026-06-11,no-inventory intent,73
Q005158,FR,Marseille,massage thai,4,1,0,2026-06-08,core query,59
Q005159,FR,Paris,coiffeur,1,0,0,2026-06-11,core query,51
Q005160,FR,Lyon,soin visage,2,0,0,2026-06-15,core query,57
Q005161,FR,Paris,coiffeur,11,1,0,2026-06-22,core query,51
Q005162,FR,Lyon,saut en parachute,0,0,0,2026-06-11,no-inventory intent,81
Q005163,FR,Paris,massage duo,7,1,1,2026-06-16,core query,66
Q005164,FR,Lyon,paintball,14,0,0,2026-06-20,core query,55
Q005165,FR,Marseille,personal trainer,2,0,0,2026-06-07,foreign-language,10
Q005166,FR,Paris,extension de cils,16,0,0,2026-06-27,core query,58
Q005167,FR,Lyon,salle de sport,23,0,0,2026-06-12,core query,55
Q005168,FR,Paris,coiffeur,1,1,1,2026-06-25,core query,51
Q005169,FR,Paris,burger,1,0,0,2026-06-04,core query,39
Q005170,FR,Lyon,coach sportif,2,0,0,2026-06-01,core query,37
Q005171,FR,Lyon,coiffeur,10,0,0,2026-06-08,core query,51
Q005172,FR,Paris,rafting,0,0,0,2026-06-24,no-inventory intent,73
Q005173,FR,Paris,saut en parachute,0,0,0,2026-06-03,no-inventory intent,81
Q005174,FR,Paris,visite guidee,25,0,0,2026-06-22,core query,53
Q005175,FR,Paris,massage duo,25,1,0,2026-06-26,core query,66
Q005176,FR,Paris,soin visage,2,0,0,2026-06-14,core query,57
Q005177,FR,Paris,visite guidee,2,0,0,2026-06-12,core query,53
Q005178,FR,Paris,pilates,1,1,0,2026-06-03,core query,56
Q005179,FR,Lyon,extension de cils,12,0,0,2026-06-23,core query,58
Q005180,FR,Paris,extension de cils,2,0,0,2026-06-12,core query,58
Q005181,FR,Marseille,coiffeur,5,1,0,2026-06-04,core query,51
Q005182,FR,Paris,pilates,15,1,0,2026-06-07,core query,56
Q005183,FR,Paris,crêperie,10,1,1,2026-06-07,core query,41
Q005184,FR,Marseille,soin visage,18,1,0,2026-06-22,core query,57
Q005185,FR,Paris,brunch,24,0,0,2026-06-01,core query,57
Q005186,FR,Paris,crossfit,33,1,0,2026-06-16,core query,59
Q005187,FR,Paris,manucure,11,1,1,2026-06-30,core query,42
Q005188,FR,Paris,crossfit,1,0,0,2026-06-03,core query,59
Q005189,FR,Paris,karting,22,1,1,2026-06-06,core query,60
Q005190,FR,Lyon,back massage,1,0,0,2026-06-26,foreign-language,7
Q005191,FR,Paris,massage sportif,0,0,0,2026-06-15,core query,63
Q005192,FR,Paris,paintball,14,1,1,2026-06-18,core query,55
Q005193,FR,Paris,restaurant italien,1,0,0,2026-06-08,core query,34
Q005194,FR,Lyon,bowling,2,0,0,2026-06-08,core query,57
Q005195,FR,Paris,rafting,0,0,0,2026-06-16,no-inventory intent,73
Q005196,FR,Paris,massage sportif,0,0,0,2026-06-30,core query,63
Q005197,FR,Paris,coloration,30,1,0,2026-06-30,core query,53
Q005198,FR,Paris,paintball,2,0,0,2026-06-15,core query,55
Q005199,FR,Toulouse,pilates,2,0,0,2026-06-26,core query,56
Q005200,FR,Lyon,rafting,0,0,0,2026-06-04,no-inventory intent,73
Q005201,FR,Lyon,karting,8,0,0,2026-06-28,core query,60
Q005202,FR,Lyon,visite guidee,1,0,0,2026-06-06,core query,53
Q005203,FR,Toulouse,sushi,1,0,0,2026-06-17,core query,48
Q005204,FR,Paris,saut en parachute,0,0,0,2026-06-25,no-inventory intent,81
Q005205,FR,Paris,brunch,11,0,0,2026-06-04,core query,57
Q005206,FR,Paris,salle de sport,2,0,0,2026-06-17,core query,55
Q005207,FR,Paris,massage thai,2,0,0,2026-06-21,core query,59
Q005208,FR,Paris,karting,2,0,0,2026-06-04,core query,60
Q005209,FR,Paris,pizza deal,0,0,0,2026-06-30,foreign-language,6
Q005210,FR,Lyon,sushi,1,0,0,2026-06-16,core query,48
Q005211,FR,Marseille,paintball,10,1,0,2026-06-14,core query,55
Q005212,FR,Paris,crossfit,0,0,0,2026-06-07,core query,59
Q005213,FR,Lyon,tour en helicoptere,0,0,0,2026-06-03,no-inventory intent,77
Q005214,FR,Paris,coiffeur,8,0,0,2026-06-03,core query,51
Q005215,FR,Marseille,crossfit,1,0,0,2026-06-02,core query,59
Q005216,FR,Paris,pilates,16,0,0,2026-06-23,core query,56
Q005217,FR,Paris,coloration,31,0,0,2026-06-29,core query,53
Q005218,FR,Lyon,saut en parachute,0,0,0,2026-06-03,no-inventory intent,81
Q005219,FR,Lyon,manucure,15,1,0,2026-06-06,core query,42
Q005220,FR,Lyon,massage sportif,8,1,0,2026-06-02,core query,63
Q005221,FR,Paris,tour en helicoptere,0,0,0,2026-06-30,no-inventory intent,77
Q005222,FR,Marseille,massage dos,12,1,0,2026-06-04,core query,50
Q005223,FR,Marseille,massage duo,14,0,0,2026-06-06,core query,66
Q005224,FR,Marseille,massage duo,6,1,0,2026-06-17,core query,66
Q005225,FR,Paris,extension de cils,24,0,0,2026-06-02,core query,58
Q005226,FR,Lyon,extension de cils,6,0,0,2026-06-06,core query,58
Q005227,FR,Lyon,rafting,0,0,0,2026-06-18,no-inventory intent,73
Q005228,FR,Paris,visite guidee,19,0,0,2026-06-08,core query,53
Q005229,FR,Paris,bowling,37,0,0,2026-06-15,core query,57
Q005230,FR,Marseille,paintball,2,0,0,2026-06-17,core query,55
Q005231,FR,Paris,massage ds,23,1,0,2026-06-15,misspelling,1
Q005232,FR,Paris,bowling,11,0,0,2026-06-15,core query,57
Q005233,FR,Marseille,manucure,19,1,0,2026-06-08,core query,42
Q005234,FR,Paris,cours de yoga,19,1,0,2026-06-07,core query,42
Q005235,FR,Paris,tour en helicoptere,0,0,0,2026-06-01,no-inventory intent,77
Q005236,FR,Lyon,rafting,0,0,0,2026-06-24,no-inventory intent,73
Q005237,FR,Paris,vol en montgolfiere,0,0,0,2026-06-02,no-inventory intent,65
Q005238,FR,Lyon,bowling,0,0,0,2026-06-13,core query,57
Q005239,FR,Lyon,pilates,6,1,0,2026-06-12,core query,56
Q005240,FR,Marseille,karting,2,0,0,2026-06-21,core query,60
Q005241,FR,Paris,massage sportif,19,1,0,2026-06-16,core query,63
Q005242,FR,Toulouse,visite guidee,2,0,0,2026-06-21,core query,53
Q005243,FR,Paris,bruneh,1,0,0,2026-06-30,misspelling,1
Q005244,FR,Paris,salle de sport,2,0,0,2026-06-08,core query,55
Q005245,FR,Paris,sports massage,0,0,0,2026-06-14,foreign-language,4
Q005246,FR,Marseille,coloration,1,0,0,2026-06-25,core query,53
Q005247,FR,Paris,manucure,1,1,0,2026-06-26,core query,42
Q005248,FR,Paris,massage duo,0,0,0,2026-06-23,core query,66
Q005249,FR,Toulouse,rafting,0,0,0,2026-06-28,no-inventory intent,73
Q005250,FR,Paris,tour en helicoptere,0,0,0,2026-06-13,no-inventory intent,77
Q005251,FR,Marseille,massage thai,1,0,0,2026-06-30,core query,59
Q005252,FR,Paris,coiffeur,2,0,0,2026-06-09,core query,51
Q005253,FR,Marseille,cours de yoga,8,1,0,2026-06-14,core query,42
Q005254,FR,Paris,vol en montgolfiere,0,0,0,2026-06-16,no-inventory intent,65
Q005255,FR,Lyon,massage duo,14,0,0,2026-06-11,core query,66
Q005256,FR,Paris,rafting,0,0,0,2026-06-15,no-inventory intent,73
Q005257,FR,Paris,burger,1,0,0,2026-06-17,core query,39
Q005258,FR,Paris,soin visage,2,0,0,2026-06-25,core query,57
Q005259,FR,Paris,crossffit,0,0,0,2026-06-24,misspelling,1
Q005260,FR,Lyon,sushi,15,0,0,2026-06-22,core query,48
Q005261,FR,Lyon,coiffeur,0,0,0,2026-06-29,core query,51
Q005262,FR,Lyon,paintbael,28,1,0,2026-06-25,misspelling,1
Q005263,FR,Lyon,coach sportif,0,0,0,2026-06-06,core query,37
Q005264,FR,Marseille,masage thai,2,0,0,2026-06-05,misspelling,1
Q005265,FR,Toulouse,vol en montgolfiere,0,0,0,2026-06-04,no-inventory intent,65
Q005266,FR,Toulouse,coloration,25,1,1,2026-06-05,core query,53
Q005267,FR,Paris,rafting,0,0,0,2026-06-30,no-inventory intent,73
Q005268,FR,Lyon,coloration,7,0,0,2026-06-24,core query,53
Q005269,FR,Marseille,thai massage,2,0,0,2026-06-21,foreign-language,8
Q005270,FR,Paris,paintball,32,0,0,2026-06-06,core query,55
Q005271,FR,Marseille,massage dos,20,0,0,2026-06-21,core query,50
Q005272,FR,Paris,coloration,7,1,1,2026-06-10,core query,53
Q005273,FR,Marseille,massage sportif,2,0,0,2026-06-18,core query,63
Q005274,FR,Marseille,pilates,2,0,0,2026-06-13,core query,56
Q005275,FR,Lyon,crossfit,0,0,0,2026-06-19,core query,59
Q005276,FR,Paris,tour en heliccoptere,0,0,0,2026-06-08,misspelling,1
Q005277,FR,Paris,crêperie,1,1,0,2026-06-21,core query,41
Q005278,FR,Marseille,pizza deal,0,0,0,2026-06-02,foreign-language,6
Q005279,FR,Marseille,pilates,8,0,0,2026-06-19,core query,56
Q005280,FR,Paris,crêperie,0,0,0,2026-06-29,core query,41
Q005281,FR,Paris,saut en parachutte,0,0,0,2026-06-04,misspelling,1
Q005282,FR,Lyon,vol en montgolfiere,0,0,0,2026-06-18,no-inventory intent,65
Q005283,FR,Toulouse,massage sportif,21,1,0,2026-06-15,core query,63
Q005284,FR,Paris,massage thai,25,0,0,2026-06-04,core query,59
Q005285,FR,Paris,crêperie,21,1,1,2026-06-19,core query,41
Q005286,FR,Paris,massage sportif,24,0,0,2026-06-07,core query,63
Q005287,FR,Paris,eyelash extensions,1,1,0,2026-06-30,foreign-language,5
Q005288,FR,Paris,bowling,8,1,0,2026-06-22,core query,57
Q005289,FR,Paris,visite guidee,19,1,0,2026-06-28,core query,53
Q005290,FR,Marseille,massage duo,23,1,0,2026-06-26,core query,66
Q005291,FR,Paris,extension de cils,0,0,0,2026-06-30,core query,58
Q005292,FR,Paris,rafting,0,0,0,2026-06-09,no-inventory intent,73
Q005293,FR,Paris,manucure,9,0,0,2026-06-21,core query,42
Q005294,FR,Lyon,salle e sport,5,0,0,2026-06-05,misspelling,1
Q005295,FR,Lyon,crossfit,0,0,0,2026-06-25,core query,59
Q005296,FR,Paris,massage dos,1,0,0,2026-06-29,core query,50
Q005297,FR,Paris,tour en helicoptere,0,0,0,2026-06-22,no-inventory intent,77
Q005298,FR,Paris,crêperie,2,0,0,2026-06-13,core query,41
Q005299,FR,Paris,massage sportif,11,1,1,2026-06-14,core query,63
Q005300,FR,Paris,crêperie,22,1,0,2026-06-24,core query,41
Q005301,FR,Paris,gym,1,0,0,2026-06-02,foreign-language,8
Q005302,FR,Marseille,bowling,2,0,0,2026-06-04,core query,57
