query_id,market,city,raw_query,results_shown,clicked,purchased,date
Q004843,FR,Paris,coiffeur,12,0,0,2026-06-17
Q004844,FR,Paris,extension de cils,21,0,0,2026-06-21
Q004845,FR,Toulouse,tour en helicoptere,0,0,0,2026-06-07
Q004846,FR,Paris,personal trainer,2,0,0,2026-06-14
Q004847,FR,Paris,brunch,1,0,0,2026-06-20
Q004848,FR,Toulouse,brunch,38,0,0,2026-06-26
Q004849,FR,Marseille,brunh,24,1,0,2026-06-08
Q004850,FR,Paris,massage sportif,4,0,0,2026-06-27
Q004851,FR,Paris,bowling,1,0,0,2026-06-04
Q004852,FR,Paris,coiffeur,23,0,0,2026-06-30
Q004853,FR,Paris,back massage,1,0,0,2026-06-06
Q004854,FR,Paris,tour en helicoptere,0,0,0,2026-06-01
Q004855,FR,Paris,sushi,13,0,0,2026-06-29
Q004856,FR,Paris,salle de sport,11,0,0,2026-06-16
Q004857,FR,Lyon,massage thai,1,0,0,2026-06-25
Q004858,FR,Paris,coiffeur,9,0,0,2026-06-13
Q004859,FR,Lyon,manucure,15,0,0,2026-06-07
Q004860,FR,Paris,soin visage,0,0,0,2026-06-22
Q004861,FR,Paris,crêperie,8,0,0,2026-06-11
Q004862,FR,Lyon,cours de yoga,1,0,0,2026-06-30
Q004863,FR,Marseille,salle de sport,22,1,0,2026-06-10
Q004864,FR,Paris,cours de yoga,8,1,1,2026-06-27
Q004865,FR,Toulouse,salle de sport,0,0,0,2026-06-27
Q004866,FR,Paris,tour en helicoptere,0,0,0,2026-06-29
Q004867,FR,Marseille,deep tissue massage,1,0,0,2026-06-17
Q004868,FR,Paris,brunch,1,0,0,2026-06-30
Q004869,FR,Toulouse,restaurant italien,4,1,0,2026-06-08
Q004870,FR,Paris,soin visage,12,1,1,2026-06-08
Q004871,FR,Paris,saut en parachute,0,0,0,2026-06-30
Q004872,FR,Marseille,rafting,0,0,0,2026-06-05
Q004873,FR,Paris,bowling,24,0,0,2026-06-04
Q004874,FR,Paris,brunch,12,1,0,2026-06-07
Q004875,FR,Paris,karting,0,0,0,2026-06-15
Q004876,FR,Toulouse,massaue duo,13,1,0,2026-06-19
Q004877,FR,Marseille,rafting,0,0,0,2026-06-05
Q004878,FR,Paris,pilates,2,0,0,2026-06-05
Q004879,FR,Toulouse,saut en parachute,0,0,0,2026-06-08
Q004880,FR,Toulouse,escape game,1,0,0,2026-06-30
Q004881,FR,Lyon,sallee de sport,14,1,0,2026-06-17
Q004882,FR,Lyon,massage sportif,22,1,0,2026-06-13
Q004883,FR,Paris,soin viage,36,1,0,2026-06-10
Q004884,FR,Paris,tour en helicoptere,0,0,0,2026-06-26
Q004885,FR,Lyon,tour en helicoptere,0,0,0,2026-06-27
Q004886,FR,Marseille,sushi,12,1,1,2026-06-01
Q004887,FR,Paris,soin visage,30,0,0,2026-06-08
Q004888,FR,Marseille,coiffeur,1,0,0,2026-06-04
Q004889,FR,Marseille,cours de yoga,2,0,0,2026-06-04
Q004890,FR,Paris,brunch,2,0,0,2026-06-16
Q004891,FR,Lyon,visite guidee,9,1,0,2026-06-14
Q004892,FR,Toulouse,massage dos,19,0,0,2026-06-11
Q004893,FR,Marseille,coach sportif,0,0,0,2026-06-09
Q004894,FR,Toulouse,rafting,0,0,0,2026-06-11
Q004895,FR,Marseille,extension de cils,0,0,0,2026-06-01
Q004896,FR,Paris,couples massage,1,0,0,2026-06-01
Q004897,FR,Paris,brunch,0,0,0,2026-06-30
Q004898,FR,Lyon,salle de sport,1,0,0,2026-06-17
Q004899,FR,Paris,vol en montgolfiere,0,0,0,2026-06-26
Q004900,FR,Paris,crêperie,33,1,0,2026-06-02
Q004901,FR,Paris,saut en parachute,0,0,0,2026-06-07
Q004902,FR,Toulouse,massage duo,13,1,0,2026-06-22
Q004903,FR,Marseille,visite guidee,1,0,0,2026-06-14
Q004904,FR,Marseille,sushi,12,0,0,2026-06-14
Q004905,FR,Paris,coach sportif,2,0,0,2026-06-09
Q004906,FR,Marseille,escape game,0,0,0,2026-06-21
Q004907,FR,Toulouse,massage sportif,7,1,1,2026-06-24
Q004908,FR,Marseille,massage thai,17,1,1,2026-06-28
Q004909,FR,Paris,rafting,0,0,0,2026-06-07
Q004910,FR,Lyon,crossit,2,1,0,2026-06-09
Q004911,FR,Paris,bowling,25,1,0,2026-06-11
Q004912,FR,Paris,steak dinner,1,0,0,2026-06-01
Q004913,FR,Marseille,paintball,12,0,0,2026-06-13
Q004914,FR,Marseille,vol en montgolfiere,0,0,0,2026-06-23
Q004915,FR,Toulouse,soin visage,0,0,0,2026-06-15
Q004916,FR,Lyon,massage sportif,2,0,0,2026-06-29
Q004917,FR,Paris,massage duo,5,0,0,2026-06-18
Q004918,FR,Paris,restaurant italien,23,1,0,2026-06-10
Q004919,FR,Paris,saut en parachute,0,0,0,2026-06-22
Q004920,FR,Toulouse,massage duo,6,1,0,2026-06-19
Q004921,FR,Paris,restaurant italien,10,0,0,2026-06-30
Q004922,FR,Toulouse,massage sportif,13,1,0,2026-06-26
Q004923,FR,Marseille,brunch,22,0,0,2026-06-06
Q004924,FR,Lyon,coach sportif,9,1,1,2026-06-22
Q004925,FR,Marseille,saut en parachute,0,0,0,2026-06-21
Q004926,FR,Paris,rafting,0,0,0,2026-06-13
Q004927,FR,Paris,saut en parachute,0,0,0,2026-06-20
Q004928,FR,Marseille,cours de yoga,2,0,0,2026-06-17
Q004929,FR,Paris,karting,10,1,1,2026-06-12
Q004930,FR,Paris,massage duo,18,0,0,2026-06-01
Q004931,FR,Paris,massage duo,20,1,0,2026-06-24
Q004932,FR,Paris,rafting,0,0,0,2026-06-11
Q004933,FR,Marseille,karting,0,0,0,2026-06-07
Q004934,FR,Marseille,coloration,2,1,0,2026-06-14
Q004935,FR,Paris,tour en helicoptere,0,0,0,2026-06-16
Q004936,FR,Paris,crossfit,1,0,0,2026-06-27
Q004937,FR,Paris,manucure,0,0,0,2026-06-19
Q004938,FR,Paris,cours de yoga,1,1,0,2026-06-18
Q004939,FR,Paris,bowling,0,0,0,2026-06-09
Q004940,FR,Toulouse,massage sportif,2,0,0,2026-06-24
Q004941,FR,Marseille,rafting,0,0,0,2026-06-27
Q004942,FR,Toulouse,extension de cils,1,0,0,2026-06-23
Q004943,FR,Paris,bowling,20,1,0,2026-06-03
Q004944,FR,Paris,escape game,0,0,0,2026-06-08
Q004945,FR,Paris,pilates,17,0,0,2026-06-30
Q004946,FR,Paris,burger,4,1,0,2026-06-29
Q004947,FR,Paris,sushi,11,0,0,2026-06-20
Q004948,FR,Paris,deep tissue massage,0,0,0,2026-06-27
Q004949,FR,Lyon,rafting,0,0,0,2026-06-02
Q004950,FR,Toulouse,soin visage,25,1,1,2026-06-28
Q004951,FR,Marseille,paintball,24,0,0,2026-06-16
Q004952,FR,Paris,burger,25,1,1,2026-06-02
Q004953,FR,Lyon,rafting,0,0,0,2026-06-22
Q004954,FR,Lyon,tour en helicoptere,0,0,0,2026-06-12
Q004955,FR,Paris,burger,30,0,0,2026-06-05
Q004956,FR,Paris,restaurunt italien,0,0,0,2026-06-20
Q004957,FR,Lyon,massage sportif,16,0,0,2026-06-27
Q004958,FR,Paris,salle de sport,0,0,0,2026-06-04
Q004959,FR,Paris,pilates,5,0,0,2026-06-18
Q004960,FR,Paris,bowlong,35,1,0,2026-06-21
Q004961,FR,Marseille,karting,31,0,0,2026-06-02
Q004962,FR,Lyon,bowling,22,1,1,2026-06-19
Q004963,FR,Paris,bowling,2,1,0,2026-06-13
Q004964,FR,Paris,buraer,10,0,0,2026-06-30
Q004965,FR,Lyon,pilates,0,0,0,2026-06-29
Q004966,FR,Marseille,crossfit,1,0,0,2026-06-07
Q004967,FR,Paris,saut en parachute,0,0,0,2026-06-17
Q004968,FR,Lyon,salle de sport,0,0,0,2026-06-27
Q004969,FR,Marseille,manucure,10,0,0,2026-06-28
Q004970,FR,Paris,coloration,40,0,0,2026-06-28
Q004971,FR,Paris,paintball,0,0,0,2026-06-15
Q004972,FR,Toulouse,massage duo,2,0,0,2026-06-05
Q004973,FR,Paris,visite guidee,1,0,0,2026-06-17
Q004974,FR,Paris,escape game,2,0,0,2026-06-20
Q004975,FR,Paris,sushi,1,0,0,2026-06-17
Q004976,FR,Paris,karting,7,1,0,2026-06-07
Q004977,FR,Toulouse,pilates,21,0,0,2026-06-18
Q004978,FR,Marseille,gym,0,0,0,2026-06-26
Q004979,FR,Marseille,vol en montolfiere,0,0,0,2026-06-21
Q004980,FR,Lyon,paintball,0,0,0,2026-06-12
Q004981,FR,Lyon,massage dis,15,0,0,2026-06-11
Q004982,FR,Lyon,massage duo,14,0,0,2026-06-14
Q004983,FR,Toulouse,salle de sport,2,0,0,2026-06-21
Q004984,FR,Marseille,paintball,2,0,0,2026-06-04
Q004985,FR,Paris,tour en helicopteoe,0,0,0,2026-06-09
Q004986,FR,Lyon,tour en helicoptere,0,0,0,2026-06-18
Q004987,FR,Paris,massage dos,11,0,0,2026-06-27
Q004988,FR,Paris,massage duo,1,0,0,2026-06-21
Q004989,FR,Paris,massage sportif,10,1,0,2026-06-06
Q004990,FR,Paris,extension de cils,1,0,0,2026-06-24
Q004991,FR,Lyon,coiffeur,23,0,0,2026-06-12
Q004992,FR,Marseille,saut en parachute,0,0,0,2026-06-11
Q004993,FR,Paris,manucure,2,0,0,2026-06-27
Q004994,FR,Lyon,salle de sport,14,0,0,2026-06-01
Q004995,FR,Lyon,rafting,0,0,0,2026-06-21
Q004996,FR,Toulouse,visite guidee,10,1,0,2026-06-01
Q004997,FR,Marseille,coiffeur,8,1,0,2026-06-25
Q004998,FR,Paris,massage thai,21,1,0,2026-06-24
Q004999,FR,Paris,tour en helicoptere,0,0,0,2026-06-22
Q005000,FR,Marseille,paintball,22,1,0,2026-06-05
Q005001,FR,Paris,restaurant italien,2,0,0,2026-06-29
Q005002,FR,Marseille,bowling,24,1,1,2026-06-15
Q005003,FR,Paris,saut en parachute,0,0,0,2026-06-01
Q005004,FR,Toulouse,karting,23,1,0,2026-06-23
Q005005,FR,Lyon,pilates,4,1,0,2026-06-28
Q005006,FR,Paris,bowling,2,0,0,2026-06-24
Q005007,FR,Paris,massage thai,17,1,0,2026-06-28
Q005008,FR,Paris,karting,0,0,0,2026-06-01
Q005009,FR,Paris,tour en helicoptere,0,0,0,2026-06-30
Q005010,FR,Marseille,crossfit,1,0,0,2026-06-17
Q005011,FR,Marseille,brunch,18,0,0,2026-06-17
Q005012,FR,Paris,manucure,9,0,0,2026-06-29
Q005013,FR,Marseille,escape game,4,1,0,2026-06-23
Q005014,FR,Paris,extension de cils,17,0,0,2026-06-14
Q005015,FR,Paris,cours de yoga,22,0,0,2026-06-29
Q005016,FR,Marseille,karting,0,0,0,2026-06-19
Q005017,FR,Paris,massage sportif,0,0,0,2026-06-13
Q005018,FR,Marseille,brunch,23,1,0,2026-06-06
Q005019,FR,Marseille,brunch,1,0,0,2026-06-09
Q005020,FR,Paris,salle de spirt,2,0,0,2026-06-05
Q005021,FR,Paris,bowling,1,0,0,2026-06-30
Q005022,FR,Marseille,manucure,35,0,0,2026-06-02
Q005023,FR,Paris,massage sportif,17,0,0,2026-06-12
Q005024,FR,Marseille,visite guidee,11,1,1,2026-06-20
Q005025,FR,Paris,karting,1,0,0,2026-06-08
Q005026,FR,Lyon,saut en parachute,0,0,0,2026-06-14
Q005027,FR,Paris,salle de sport,23,1,0,2026-06-18
Q005028,FR,Marseille,massage duo,7,1,0,2026-06-11
Q005029,FR,Marseille,saut en parachute,0,0,0,2026-06-10
Q005030,FR,Paris,salle de sport,14,1,0,2026-06-09
Q005031,FR,Paris,karting,23,1,0,2026-06-03
Q005032,FR,Marseille,sushi,12,0,0,2026-06-23
Q005033,FR,Paris,massage thai,24,1,0,2026-06-13
Q005034,FR,Paris,massage sportif,21,0,0,2026-06-22
Q005035,FR,Paris,saut en parachute,0,0,0,2026-06-28
Q005036,FR,Paris,vol en montgolfiere,0,0,0,2026-06-05
Q005037,FR,Toulouse,vol en montgolfiere,0,0,0,2026-06-27
Q005038,FR,Marseille,massage dos,2,0,0,2026-06-15
Q005039,FR,Toulouse,saut en parachute,0,0,0,2026-06-08
Q005040,FR,Lyon,karting,24,1,0,2026-06-08
Q005041,FR,Lyon,massage duo,18,0,0,2026-06-25
Q005042,FR,Toulouse,visite guidee,8,0,0,2026-06-02
Q005043,FR,Paris,bowling,5,1,0,2026-06-20
Q005044,FR,Lyon,saut en parachute,0,0,0,2026-06-01
Q005045,FR,Paris,saut en prachute,0,0,0,2026-06-08
Q005046,FR,Paris,extension de cils,39,0,0,2026-06-27
Q005047,FR,Lyon,escape game,0,0,0,2026-06-20
Q005048,FR,Paris,tour en helicoptere,0,0,0,2026-06-16
Q005049,FR,Paris,tour en helicoptere,0,0,0,2026-06-29
Q005050,FR,Marseille,escape game,24,1,1,2026-06-03
Q005051,FR,Toulouse,rafting,0,0,0,2026-06-03
Q005052,FR,Marseille,haircut,1,0,0,2026-06-01
Q005053,FR,Lyon,coach sportiif,1,0,0,2026-06-24
Q005054,FR,Toulouse,massage duo,5,0,0,2026-06-10
Q005055,FR,Marseille,cours de yoga,11,0,0,2026-06-04
Q005056,FR,Paris,bowling,0,0,0,2026-06-01
Q005057,FR,Toulouse,brunch,12,1,0,2026-06-30
Q005058,FR,Paris,couples massage,0,0,0,2026-06-20
Q005059,FR,Lyon,coiffeur,5,0,0,2026-06-08
Q005060,FR,Paris,saut en parachute,0,0,0,2026-06-27
Q005061,FR,Paris,paintball,2,0,0,2026-06-17
Q005062,FR,Paris,massage sportif,1,0,0,2026-06-04
Q005063,FR,Paris,cours de yoga,1,0,0,2026-06-15
Q005064,FR,Paris,vol en montgolfiere,0,0,0,2026-06-04
Q005065,FR,Lyon,rafting,0,0,0,2026-06-26
Q005066,FR,Paris,paintball,20,0,0,2026-06-19
Q005067,FR,Toulouse,massage duo,0,0,0,2026-06-08
Q005068,FR,Paris,coloration,2,0,0,2026-06-15
Q005069,FR,Paris,escape game,21,0,0,2026-06-19
Q005070,FR,Marseille,crossfit,20,1,1,2026-06-01
Q005071,FR,Paris,extension de cils,20,1,0,2026-06-11
Q005072,FR,Paris,cours de yoga,11,0,0,2026-06-07
Q005073,FR,Paris,coiffeur,2,0,0,2026-06-08
Q005074,FR,Paris,massage sportif,16,1,1,2026-06-09
Q005075,FR,Lyon,cours de yoga,1,1,0,2026-06-20
Q005076,FR,Paris,burger,4,1,0,2026-06-06
Q005077,FR,Paris,tour en helicoptere,0,0,0,2026-06-17
Q005078,FR,Toulouse,massage duo,16,1,1,2026-06-18
Q005079,FR,Lyon,vol en montgolfiere,0,0,0,2026-06-16
Q005080,FR,Paris,bowling,2,1,0,2026-06-29
Q005081,FR,Paris,coach sportif,28,0,0,2026-06-21
Q005082,FR,Paris,escape game,23,1,1,2026-06-29
Q005083,FR,Paris,manucure,22,0,0,2026-06-08
Q005084,FR,Marseille,massage sportif,10,1,1,2026-06-15
Q005085,FR,Lyon,karting,12,0,0,2026-06-01
Q005086,FR,Marseille,rafting,0,0,0,2026-06-26
Q005087,FR,Paris,salle de ssport,1,0,0,2026-06-21
Q005088,FR,Paris,paintball,40,0,0,2026-06-04
Q005089,FR,Paris,cours de yoga,21,0,0,2026-06-27
Q005090,FR,Paris,soin visage,2,0,0,2026-06-10
Q005091,FR,Paris,visite guidee,22,0,0,2026-06-13
Q005092,FR,Lyon,rafting,0,0,0,2026-06-17
Q005093,FR,Marseille,back massage,0,0,0,2026-06-06
Q005094,FR,Marseille,massage dos,0,0,0,2026-06-20
Q005095,FR,Paris,tour en helicoptere,0,0,0,2026-06-01
Q005096,FR,Paris,crêperie,5,1,1,2026-06-28
Q005097,FR,Paris,extension de cils,19,1,0,2026-06-27
Q005098,FR,Paris,coloration,1,0,0,2026-06-11
Q005099,FR,Lyon,massge duo,25,0,0,2026-06-09
Q005100,FR,Paris,vol en montgolfiere,0,0,0,2026-06-27
Q005101,FR,Marseille,karting,0,0,0,2026-06-13
Q005102,FR,Lyon,visite guidee,2,1,0,2026-06-27
Q005103,FR,Lyon,tour en helicoptere,0,0,0,2026-06-17
Q005104,FR,Paris,kartig,0,0,0,2026-06-15
Q005105,FR,Toulouse,sushi,1,1,0,2026-06-29
Q005106,FR,Paris,salle de sport,11,0,0,2026-06-21
Q005107,FR,Marseille,extension de cils,0,0,0,2026-06-24
Q005108,FR,Toulouse,manucure,16,0,0,2026-06-04
Q005109,FR,Paris,coach sportif,20,1,0,2026-06-26
Q005110,FR,Paris,saut en parachute,0,0,0,2026-06-28
Q005111,FR,Paris,saut en parachute,0,0,0,2026-06-30
Q005112,FR,Marseille,deep tissue massage,2,0,0,2026-06-14
Q005113,FR,Lyon,brunch,1,0,0,2026-06-25
Q005114,FR,Paris,coloration,23,1,0,2026-06-25
Q005115,FR,Paris,soin visage,32,0,0,2026-06-18
Q005116,FR,Paris,bowling,1,0,0,2026-06-15
Q005117,FR,Toulouse,tour en helicoptere,0,0,0,2026-06-01
Q005118,FR,Marseille,massage thai,7,0,0,2026-06-12
Q005119,FR,Lyon,massage duo,0,0,0,2026-06-17
Q005120,FR,Lyon,karting,4,1,0,2026-06-08
Q005121,FR,Toulouse,brunch,30,0,0,2026-06-04
Q005122,FR,Paris,tour en helicoptere,0,0,0,2026-06-22
Q005123,FR,Paris,salle de sport,11,1,0,2026-06-02
Q005124,FR,Marseille,sushi,0,0,0,2026-06-06
Q005125,FR,Marseille,bowling,19,1,1,2026-06-19
Q005126,FR,Marseille,massage dos,34,0,0,2026-06-15
Q005127,FR,Paris,massage duo,6,1,1,2026-06-21
Q005128,FR,Paris,burger,21,0,0,2026-06-07
Q005129,FR,Paris,sushi,17,1,0,2026-06-01
Q005130,FR,Marseille,escape room,1,0,0,2026-06-19
Q005131,FR,Paris,bowling,10,1,1,2026-06-13
Q005132,FR,Paris,karting,2,0,0,2026-06-20
Q005133,FR,Paris,tour en helicoptere,0,0,0,2026-06-11
Q005134,FR,Paris,rafting,0,0,0,2026-06-14
Q005135,FR,Paris,massage sportif,40,0,0,2026-06-22
Q005136,FR,Lyon,coiffeur,8,0,0,2026-06-26
Q005137,FR,Paris,crossfit,2,0,0,2026-06-21
Q005138,FR,Paris,soin visage,24,1,1,2026-06-05
Q005139,FR,Toulouse,crêperie,0,0,0,2026-06-27
Q005140,FR,Paris,brunch,13,0,0,2026-06-15
Q005141,FR,Toulouse,escape game,6,0,0,2026-06-14
Q005142,FR,Paris,cours de yoga,2,0,0,2026-06-07
Q005143,FR,Paris,coach sportif,2,0,0,2026-06-02
Q005144,FR,Lyon,massage thai,17,1,0,2026-06-26
Q005145,FR,Paris,massage sportif,2,0,0,2026-06-03
Q005146,FR,Toulouse,massage sportif,5,1,1,2026-06-04
Q005147,FR,Marseille,massage dos,0,0,0,2026-06-07
Q005148,FR,Marseille,mancure,0,0,0,2026-06-11
Q005149,FR,Paris,massage duo,20,0,0,2026-06-13
Q005150,FR,Toulouse,crêperie,2,0,0,2026-06-16
Q005151,FR,Toulouse,massage duo,1,0,0,2026-06-01
Q005152,FR,Paris,bowling,1,0,0,2026-06-30
Q005153,FR,Paris,rafting,0,0,0,2026-06-01
Q005154,FR,Paris,manucure,22,0,0,2026-06-07
Q005155,FR,Lyon,massage duo,2,0,0,2026-06-06
Q005156,FR,Marseille,saut en parachute,0,0,0,2026-06-15
Q005157,FR,Paris,rafting,0,0,0,2026-06-11
Q005158,FR,Marseille,massage thai,4,1,0,2026-06-08
Q005159,FR,Paris,coiffeur,1,0,0,2026-06-11
Q005160,FR,Lyon,soin visage,2,0,0,2026-06-15
Q005161,FR,Paris,coiffeur,11,1,0,2026-06-22
Q005162,FR,Lyon,saut en parachute,0,0,0,2026-06-11
Q005163,FR,Paris,massage duo,7,1,1,2026-06-16
Q005164,FR,Lyon,paintball,14,0,0,2026-06-20
Q005165,FR,Marseille,personal trainer,2,0,0,2026-06-07
Q005166,FR,Paris,extension de cils,16,0,0,2026-06-27
Q005167,FR,Lyon,salle de sport,23,0,0,2026-06-12
Q005168,FR,Paris,coiffeur,1,1,1,2026-06-25
Q005169,FR,Paris,burger,1,0,0,2026-06-04
Q005170,FR,Lyon,coach sportif,2,0,0,2026-06-01
Q005171,FR,Lyon,coiffeur,10,0,0,2026-06-08
Q005172,FR,Paris,rafting,0,0,0,2026-06-24
Q005173,FR,Paris,saut en parachute,0,0,0,2026-06-03
Q005174,FR,Paris,visite guidee,25,0,0,2026-06-22
Q005175,FR,Paris,massage duo,25,1,0,2026-06-26
Q005176,FR,Paris,soin visage,2,0,0,2026-06-14
Q005177,FR,Paris,visite guidee,2,0,0,2026-06-12
Q005178,FR,Paris,pilates,1,1,0,2026-06-03
Q005179,FR,Lyon,extension de cils,12,0,0,2026-06-23
Q005180,FR,Paris,extension de cils,2,0,0,2026-06-12
Q005181,FR,Marseille,coiffeur,5,1,0,2026-06-04
Q005182,FR,Paris,pilates,15,1,0,2026-06-07
Q005183,FR,Paris,crêperie,10,1,1,2026-06-07
Q005184,FR,Marseille,soin visage,18,1,0,2026-06-22
Q005185,FR,Paris,brunch,24,0,0,2026-06-01
Q005186,FR,Paris,crossfit,33,1,0,2026-06-16
Q005187,FR,Paris,manucure,11,1,1,2026-06-30
Q005188,FR,Paris,crossfit,1,0,0,2026-06-03
Q005189,FR,Paris,karting,22,1,1,2026-06-06
Q005190,FR,Lyon,back massage,1,0,0,2026-06-26
Q005191,FR,Paris,massage sportif,0,0,0,2026-06-15
Q005192,FR,Paris,paintball,14,1,1,2026-06-18
Q005193,FR,Paris,restaurant italien,1,0,0,2026-06-08
Q005194,FR,Lyon,bowling,2,0,0,2026-06-08
Q005195,FR,Paris,rafting,0,0,0,2026-06-16
Q005196,FR,Paris,massage sportif,0,0,0,2026-06-30
Q005197,FR,Paris,coloration,30,1,0,2026-06-30
Q005198,FR,Paris,paintball,2,0,0,2026-06-15
Q005199,FR,Toulouse,pilates,2,0,0,2026-06-26
Q005200,FR,Lyon,rafting,0,0,0,2026-06-04
Q005201,FR,Lyon,karting,8,0,0,2026-06-28
Q005202,FR,Lyon,visite guidee,1,0,0,2026-06-06
Q005203,FR,Toulouse,sushi,1,0,0,2026-06-17
Q005204,FR,Paris,saut en parachute,0,0,0,2026-06-25
Q005205,FR,Paris,brunch,11,0,0,2026-06-04
Q005206,FR,Paris,salle de sport,2,0,0,2026-06-17
Q005207,FR,Paris,massage thai,2,0,0,2026-06-21
Q005208,FR,Paris,karting,2,0,0,2026-06-04
Q005209,FR,Paris,pizza deal,0,0,0,2026-06-30
Q005210,FR,Lyon,sushi,1,0,0,2026-06-16
Q005211,FR,Marseille,paintball,10,1,0,2026-06-14
Q005212,FR,Paris,crossfit,0,0,0,2026-06-07
Q005213,FR,Lyon,tour en helicoptere,0,0,0,2026-06-03
Q005214,FR,Paris,coiffeur,8,0,0,2026-06-03
Q005215,FR,Marseille,crossfit,1,0,0,2026-06-02
Q005216,FR,Paris,pilates,16,0,0,2026-06-23
Q005217,FR,Paris,coloration,31,0,0,2026-06-29
Q005218,FR,Lyon,saut en parachute,0,0,0,2026-06-03
Q005219,FR,Lyon,manucure,15,1,0,2026-06-06
Q005220,FR,Lyon,massage sportif,8,1,0,2026-06-02
Q005221,FR,Paris,tour en helicoptere,0,0,0,2026-06-30
Q005222,FR,Marseille,massage dos,12,1,0,2026-06-04
Q005223,FR,Marseille,massage duo,14,0,0,2026-06-06
Q005224,FR,Marseille,massage duo,6,1,0,2026-06-17
Q005225,FR,Paris,extension de cils,24,0,0,2026-06-02
Q005226,FR,Lyon,extension de cils,6,0,0,2026-06-06
Q005227,FR,Lyon,rafting,0,0,0,2026-06-18
Q005228,FR,Paris,visite guidee,19,0,0,2026-06-08
Q005229,FR,Paris,bowling,37,0,0,2026-06-15
Q005230,FR,Marseille,paintball,2,0,0,2026-06-17
Q005231,FR,Paris,massage ds,23,1,0,2026-06-15
Q005232,FR,Paris,bowling,11,0,0,2026-06-15
Q005233,FR,Marseille,manucure,19,1,0,2026-06-08
Q005234,FR,Paris,cours de yoga,19,1,0,2026-06-07
Q005235,FR,Paris,tour en helicoptere,0,0,0,2026-06-01
Q005236,FR,Lyon,rafting,0,0,0,2026-06-24
Q005237,FR,Paris,vol en montgolfiere,0,0,0,2026-06-02
Q005238,FR,Lyon,bowling,0,0,0,2026-06-13
Q005239,FR,Lyon,pilates,6,1,0,2026-06-12
Q005240,FR,Marseille,karting,2,0,0,2026-06-21
Q005241,FR,Paris,massage sportif,19,1,0,2026-06-16
Q005242,FR,Toulouse,visite guidee,2,0,0,2026-06-21
Q005243,FR,Paris,bruneh,1,0,0,2026-06-30
Q005244,FR,Paris,salle de sport,2,0,0,2026-06-08
Q005245,FR,Paris,sports massage,0,0,0,2026-06-14
Q005246,FR,Marseille,coloration,1,0,0,2026-06-25
Q005247,FR,Paris,manucure,1,1,0,2026-06-26
Q005248,FR,Paris,massage duo,0,0,0,2026-06-23
Q005249,FR,Toulouse,rafting,0,0,0,2026-06-28
Q005250,FR,Paris,tour en helicoptere,0,0,0,2026-06-13
Q005251,FR,Marseille,massage thai,1,0,0,2026-06-30
Q005252,FR,Paris,coiffeur,2,0,0,2026-06-09
Q005253,FR,Marseille,cours de yoga,8,1,0,2026-06-14
Q005254,FR,Paris,vol en montgolfiere,0,0,0,2026-06-16
Q005255,FR,Lyon,massage duo,14,0,0,2026-06-11
Q005256,FR,Paris,rafting,0,0,0,2026-06-15
Q005257,FR,Paris,burger,1,0,0,2026-06-17
Q005258,FR,Paris,soin visage,2,0,0,2026-06-25
Q005259,FR,Paris,crossffit,0,0,0,2026-06-24
Q005260,FR,Lyon,sushi,15,0,0,2026-06-22
Q005261,FR,Lyon,coiffeur,0,0,0,2026-06-29
Q005262,FR,Lyon,paintbael,28,1,0,2026-06-25
Q005263,FR,Lyon,coach sportif,0,0,0,2026-06-06
Q005264,FR,Marseille,masage thai,2,0,0,2026-06-05
Q005265,FR,Toulouse,vol en montgolfiere,0,0,0,2026-06-04
Q005266,FR,Toulouse,coloration,25,1,1,2026-06-05
Q005267,FR,Paris,rafting,0,0,0,2026-06-30
Q005268,FR,Lyon,coloration,7,0,0,2026-06-24
Q005269,FR,Marseille,thai massage,2,0,0,2026-06-21
Q005270,FR,Paris,paintball,32,0,0,2026-06-06
Q005271,FR,Marseille,massage dos,20,0,0,2026-06-21
Q005272,FR,Paris,coloration,7,1,1,2026-06-10
Q005273,FR,Marseille,massage sportif,2,0,0,2026-06-18
Q005274,FR,Marseille,pilates,2,0,0,2026-06-13
Q005275,FR,Lyon,crossfit,0,0,0,2026-06-19
Q005276,FR,Paris,tour en heliccoptere,0,0,0,2026-06-08
Q005277,FR,Paris,crêperie,1,1,0,2026-06-21
Q005278,FR,Marseille,pizza deal,0,0,0,2026-06-02
Q005279,FR,Marseille,pilates,8,0,0,2026-06-19
Q005280,FR,Paris,crêperie,0,0,0,2026-06-29
Q005281,FR,Paris,saut en parachutte,0,0,0,2026-06-04
Q005282,FR,Lyon,vol en montgolfiere,0,0,0,2026-06-18
Q005283,FR,Toulouse,massage sportif,21,1,0,2026-06-15
Q005284,FR,Paris,massage thai,25,0,0,2026-06-04
Q005285,FR,Paris,crêperie,21,1,1,2026-06-19
Q005286,FR,Paris,massage sportif,24,0,0,2026-06-07
Q005287,FR,Paris,eyelash extensions,1,1,0,2026-06-30
Q005288,FR,Paris,bowling,8,1,0,2026-06-22
Q005289,FR,Paris,visite guidee,19,1,0,2026-06-28
Q005290,FR,Marseille,massage duo,23,1,0,2026-06-26
Q005291,FR,Paris,extension de cils,0,0,0,2026-06-30
Q005292,FR,Paris,rafting,0,0,0,2026-06-09
Q005293,FR,Paris,manucure,9,0,0,2026-06-21
